category,product_name,brand,price,Product_Id,size,item_num,love_count,rating,reviews_count,link
Skincare/Masks/Face Masks,Rare Earth Deep Pore Cleansing Masque,Kiehl's Since 1851,35.0,P422002,4.2 oz/ 125 mL,1989359,50785,4.6231,260,https://www.sephora.com/product/rare-earth-deep-pore-cleansing-mask-P422002?icid2=products
Mini Size/Skincare,Creamy Eye Treatment with Avocado Mini,Kiehl's Since 1851,30.0,P435805,0.5 oz/ 14 g,1988815,31962,4.1658,199,https://www.sephora.com/product/creamy-eye-treatment-with-avocado-mini-P435805?icid2=products
Skincare/Cleansers/Toners,Calendula Herbal Extract Alcohol Free Toner,Kiehl's Since 1851,21.0,P421997,8.4 oz/ 250 ml,1988682,23759,4.2462,130,https://www.sephora.com/product/calendula-herbal-extract-alcohol-free-toner-P421997?icid2=products
Men/Skincare/Moisturizer & Treatments,Facial Fuel Energizing Moisturizer for Men,Kiehl's Since 1851,28.0,P422638,4.2 oz/ 125 mL,1989722,4135,4.7333,15,https://www.sephora.com/product/facial-fuel-energizing-moisture-treatment-for-men-P422638?icid2=products
Bath & Body/Body Moisturizers/Body Lotions & Body Oils,Crème de Corps,Kiehl's Since 1851,11.0,P421999,8.4 oz/ 250 ml,1988773,11788,4.2373,118,https://www.sephora.com/product/creme-de-corps-P421999?icid2=products
Bath & Body/Body Moisturizers/Hand Cream & Foot Cream,Ultimate Strength Hand Salve,Kiehl's Since 1851,23.0,P422640,5 oz/ 150 mL,1989821,10667,4.7538,130,https://www.sephora.com/product/ultimate-strength-hand-salve-P422640?icid2=products
Skincare/Treatments/Face Serums,Powerful-Strength Line-Reducing Concentrate 12.5% Vitamin C,Kiehl's Since 1851,65.0,P427529,1.7 oz/ 50 mL,2024792,25658,3.6624,234,https://www.sephora.com/product/powerful-strength-line-reducing-concentrate-12-5-vitamin-c-P427529?icid2=products
Fragrance/Women/Perfume,"Love, Don't be Shy",Kilian,295.0,P429621,1.7 oz/ 50 mL,2056935,4586,4.0968,31,https://www.sephora.com/product/love-don-t-be-shy-P429621?icid2=products
Fragrance/Women/Perfume,Princess Eau de Parfum,Kilian,75.0,P433937,3.4 oz/ 100 mL,2094977,6568,4.4556,169,https://www.sephora.com/product/princess-eau-de-parfum-P433937?skuId=2094977&icid2=products
Fragrance/Women/Perfume,Good Girl Gone Bad by KILIAN,Kilian,295.0,P429631,1.7 oz/ 50 mL,2056836,5232,4.2955,44,https://www.sephora.com/product/good-girl-gone-bad-P429631?icid2=products
Fragrance/Women/Perfume,"Black Phantom - ""Memento Mori""",Kilian,295.0,P429627,1.7 oz/ 50 mL,2056877,3657,4.7692,13,https://www.sephora.com/product/black-phantom-memento-mori-P429627?icid2=products
Fragrance/Women/Perfume,"Straight To Heaven, White Cristal",Kilian,295.0,P429629,1.7 oz/ 50 mL,2056851,1155,5,4,https://www.sephora.com/product/straight-to-heaven-white-cristal-P429629?icid2=products
Fragrance/Women/Perfume,Vodka on the Rocks,Kilian,295.0,P429625,1.7 oz/ 50 mL,2056893,753,5,5,https://www.sephora.com/product/vodka-on-rocks-P429625?icid2=products
Fragrance/Women/Rollerballs & Travel Size,Princess Eau de Parfum Travel Spray,Kilian,30.0,P433938,0.25 oz/ 7.5 mL,2101491,5462,4.3973,73,https://www.sephora.com/product/princess-eau-de-parfum-travel-spray-P433938?icid2=products
Fragrance/Women/Perfume,Adults Eau de Parfum,Kilian,75.0,P433941,3.4 oz/ 100 mL,2094910,2368,4.2093,43,https://www.sephora.com/product/adults-eau-de-parfum-P433941?icid2=products
Fragrance/Women/Perfume,Kissing Eau de Parfum,Kilian,75.0,P433939,3.4 oz/ 100 mL,2094951,3007,4.4643,28,https://www.sephora.com/product/kissing-eau-de-parfum-P433939?icid2=products
Fragrance/Women/Perfume,After Sunset Eau de Parfum,Kilian,30.0,P449368,3.4 oz/ 100 mL,2248276,990,4.1538,13,https://www.sephora.com/product/after-sunset-eau-de-parfum-P449368?icid2=products
Fragrance/Women/Perfume,Moonlight in Heaven,Kilian,295.0,P429623,1.7 oz/ 50 mL,2056919,984,4.6,5,https://www.sephora.com/product/moonlight-in-heaven-P429623?icid2=products
Fragrance/Value & Gift Sets/Perfume Gift Sets,My Kind Of Love Discovery Set,Kilian,22.0,P451882,4 x 0.04 oz/ 1.2 mL,2294627,1496,4,6,https://www.sephora.com/product/my-kind-love-discovery-set-P451882?icid2=products
Hair/Hair Tools/Hair Accessories,3pc Bobby Pins - Pearl & Iridescent Rhinestone,Kitsch,12.0,P454041,Hematite,2302727,472,na,na,https://www.sephora.com/product/kitsch-3pc-bobby-pins-pearl-iridescent-rhinestone-P454041?icid2=products
Hair/Hair Tools/Hair Accessories,Iridescent Rhinestone Mini Snap Clips,Kitsch,12.0,P454039,na,2302701,600,na,na,https://www.sephora.com/product/kitsch-iridescent-rhinestone-mini-snap-clips-P454039?icid2=products
Hair/Hair Tools/Hair Accessories,Kitsch X Justine Marjan Medium Rhinestone Snap Hair Clips 2 Pack,Kitsch,29.0,P447570,na,2266476,1887,3.7778,9,https://www.sephora.com/product/kitsch-x-justine-marjan-medium-rhinestone-snap-clips-2-pack-P447570?icid2=products
Hair/Hair Tools/Hair Accessories,Kitsch x Justine Marjan XL Rhinestone Chain Bobby Pin Set,Kitsch,49.0,P453645,2 pack,2291334,782,5,1,https://www.sephora.com/product/kitsch-kitsch-x-justine-marjan-xl-rhinestone-chain-bobby-pin-set-P453645?skuId=2291326&icid2=products
Hair/Hair Tools/Hair Accessories,Kitsch x Justine Marjan Chain & Bow Bobby Pin Stacking Set,Kitsch,49.0,P453644,8 pack,2291300,636,na,na,https://www.sephora.com/product/kitsch-kitsch-x-justine-marjan-chain-bow-bobby-pin-stacking-set-P453644?icid2=products
Hair/Hair Tools/Hair Accessories,Kitsch X Justine Marjan Rhinestone GLAM Bobby Pin,Kitsch,29.0,P447568,Hematite,2266492,1017,5,3,https://www.sephora.com/product/kitsch-x-justine-marjan-rhinestone-glam-bobby-pin-P447568?icid2=products
Hair/Hair Tools/Hair Accessories,Kitsch X Justine Marjan Rhinestone VIBES Bobby Pin,Kitsch,29.0,P447566,Hematite,2266435,678,5,1,https://www.sephora.com/product/kitsch-x-justine-marjan-rhinestone-vibes-bobby-pin-P447566?icid2=products
Hair/Hair Tools/Hair Accessories,Kitsch X Justine Marjan Rhinestone BO$$ Bobby Pin,Kitsch,29.0,P447564,Hematite,2266443,766,4,2,https://www.sephora.com/product/kitsch-x-justine-marjan-rhinestone-bo-bobby-pin-P447564?icid2=products
Hair/Hair Tools/Hair Accessories,Kitsch x Justine Marjan Patent Scrunchie with Chain,Kitsch,29.0,P453642,Blush,2291243,119,na,na,https://www.sephora.com/product/kitsch-kitsch-x-justine-marjan-patent-scrunchie-with-chain-P453642?icid2=products
Hair/Hair Tools/Hair Accessories,Kitsch X Justine Marjan Padded Patent Headband,Kitsch,29.0,P453643,Blush,2291268,233,na,na,https://www.sephora.com/product/kitsch-kitsch-x-justine-marjan-padded-patent-headband-P453643?icid2=products
Hair/Hair Tools/Hair Accessories,Kitsch X Justine Marjan Patent Scrunchie Set,Kitsch,29.0,P453641,2 pack,2291227,116,1,1,https://www.sephora.com/product/kitsch-kitsch-x-justine-marjan-patent-scrunchie-set-P453641?icid2=products
Hair/Hair Tools/Hair Accessories,Kitsch X Justine Marjan Rhinestone FEELINGS Bobby Pin,Kitsch,29.0,P447567,Hematite,2266419,552,5,3,https://www.sephora.com/product/kitsch-x-justine-marjan-rhinestone-feelings-bobby-pin-P447567?icid2=products
Hair/Shampoo & Conditioner/Dry Shampoo,Dry Shampoo with Oat Milk,Klorane,10.0,P395383,3.2 oz,1649094,26830,4.4448,553,https://www.sephora.com/product/dry-shampoo-with-oat-milk-P395383?icid2=products
Hair/Shampoo & Conditioner/Dry Shampoo,Dry Shampoo with Nettle Oil Control,Klorane,10.0,P395385,3.2 oz/ 150 mL,1695410,7572,4.3548,93,https://www.sephora.com/product/dry-shampoo-with-nettle-oil-control-P395385?icid2=products
Hair/Shampoo & Conditioner/Dry Shampoo,Dry Shampoo with Oat Milk Natural Tint,Klorane,10.0,P395384,1 oz,1696798,6692,4.3453,139,https://www.sephora.com/product/dry-shampoo-with-oat-milk-natural-tint-P395384?icid2=products
Hair/Shampoo & Conditioner/Dry Shampoo,Dry Shampoo with Oat Milk - Loose Powder Formula,Klorane,20.0,P397463,1.7 oz/ 50 g,1098714,3594,4.2727,66,https://www.sephora.com/product/dry-shampoo-with-oat-milk-loose-powder-formula-P397463?icid2=products
Hair/Shampoo & Conditioner/Dry Shampoo,Dry Shampoo with Nettle for Dark Hair,Klorane,10.0,P441837,3.2 oz/ 150 mL,2197804,518,4.2,5,https://www.sephora.com/product/dry-shampoo-with-nettle-for-dark-hair-P441837?icid2=products
Mini Size/Hair,Dry Shampoo with Nettle Oil Control Mini,Klorane,10.0,P425976,1 oz,1799618,1890,4.3333,6,https://www.sephora.com/product/dry-shampoo-with-nettle-oil-control-mini-P425976?icid2=products
Mini Size/Hair,Dry Shampoo with Oat Milk Mini,Klorane,10.0,P426152,1 oz/ 50 mL,1253913,3208,3.4,10,https://www.sephora.com/product/dry-shampoo-with-oat-milk-mini-P426152?icid2=products
Hair/Value & Gift Sets,Mango Teezer Intense Hydration & Detangling Routine,Klorane,46.0,P423933,na,2013803,1528,3.1429,7,https://www.sephora.com/product/mango-teezer-intense-hydration-detangling-routine-P423933?icid2=products
Mini Size/Hair,Dry Shampoo with Oat Milk Natural Tint Mini,Klorane,10.0,P426154,1 oz,1696798,1731,5,1,https://www.sephora.com/product/dry-shampoo-with-oat-milk-natural-tint-mini-P426154?icid2=products
Hair/Shampoo & Conditioner/Conditioner,Anti-Pollution Protective Conditioner with Aquatic Mint,Klorane,20.0,P441850,5 oz/ 150 mL,2197788,499,4.5981,209,https://www.sephora.com/product/anti-pollution-protective-conditioner-with-aquatic-mint-P441850?icid2=products
Skincare/Wellness/Beauty Supplements,KERATINcaps Hair & Nails Dietary Supplement,Klorane,24.0,P441818,30 capsules,2197861,523,na,na,https://www.sephora.com/product/keratincaps-hair-nails-dietary-supplement-P441818?icid2=products
Hair/Shampoo & Conditioner/Dry Shampoo,Dry Shampoo with Oat Milk Duo,Klorane,20.0,P442771,na,2132306,731,4.6667,3,https://www.sephora.com/product/dry-shampoo-with-oat-milk-duo-P442771?icid2=products
Skincare/Eye Care/Eye Masks,All Natural Retinol Infused Eye Mask- 5 Pack,KNC Beauty,25.0,P442740,na,2224566,1193,4.125,8,https://www.sephora.com/product/all-natural-retinol-infused-eye-mask-5-pack-P442740?icid2=products
Skincare/Lip Treatments/Lip Balms & Treatments,All Natural Infused Lip Mask- 5 Pack,KNC Beauty,25.0,P442739,na,2224574,1197,4.25,8,https://www.sephora.com/product/all-natural-infused-lip-mask-5-pack-P442739?icid2=products
Skincare/Lip Treatments/Lip Balms & Treatments,All Natural Collagen Infused Lip Mask,KNC Beauty,5.0,P442737,1 mask,2224541,918,3.2222,9,https://www.sephora.com/product/all-natural-collagen-infused-lip-mask-P442737?icid2=products
Skincare/Eye Care/Eye Masks,All Natural Retinol Infused Eye Mask,KNC Beauty,5.0,P442738,1 mask,2224558,1844,3,12,https://www.sephora.com/product/all-natural-retinol-infused-eye-mask-P442738?icid2=products
Makeup/Face/Foundation,Aqua Foundation,Koh Gen Do,77.0,P431509,1.01 oz/ 30 mL,2082659,10871,4.0488,82,https://www.sephora.com/product/aqua-foundation-P431509?icid2=products
Skincare/Cleansers/Face Wipes,Cleansing Spa Water Cloths,Koh Gen Do,23.0,P294018,3 pack - 10 x 2.27 oz cloths/ 3 pack - 10 x 67 mL cloths,1361096,22069,4.5485,268,https://www.sephora.com/product/cleansing-spa-water-cloths-P294018?icid2=products
Makeup/Accessories/Makeup Removers,Cleansing Spa Water Makeup Remover,Koh Gen Do,66.0,P294007,12.85 oz/ 380 mL,2082535,21963,4.5088,397,https://www.sephora.com/product/cleansing-spa-water-P294007?skuId=2042372&icid2=products
Makeup/Face/Setting Spray & Powder,Natural Lighting Powder,Koh Gen Do,58.0,P294016,0.42 oz,1358282,4508,4.5636,55,https://www.sephora.com/product/natural-lighting-powder-P294016?icid2=products
Makeup/Brushes & Applicators/Sponges & Applicators,Pure Cotton,Koh Gen Do,19.0,P300602,na,1386382,3723,4.48,25,https://www.sephora.com/product/pure-cotton-P300602?icid2=products
Makeup/Face/Setting Spray & Powder,Face Powder In Jar,Koh Gen Do,58.0,P294015,0.42 oz/ 12 g,1358274,3494,4.3611,36,https://www.sephora.com/product/face-powder-in-jar-P294015?icid2=products
Makeup/Face/Highlighter,Aqua Foundation Illuminator,Koh Gen Do,55.0,P431510,0.2 oz/ 5.9 mL,2082550,594,2.5,6,https://www.sephora.com/product/aqua-foundation-illuminator-P431510?icid2=products
Makeup/Face/Setting Spray & Powder,Maifanshi Pressed Powder,Koh Gen Do,78.0,P384404,0.46 oz/ 13 g,1572189,1569,3.75,4,https://www.sephora.com/product/maifanshi-pressed-powder-P384404?icid2=products
Bath & Body/Body Care/Deodorant & Antiperspirant,Coconut Deodorant,Kopari,14.0,P429518,2 oz/ 57 g,2063154,29641,3.9251,1175,https://www.sephora.com/product/coconut-deodorant-P429518?icid2=products
Skincare/Lip Treatments/Lip Balms & Treatments,Coconut Lip Glossy,Kopari,13.0,P416145,0.35 oz/ 10 g,1918713,37372,4.425,593,https://www.sephora.com/product/coconut-lip-love-P416145?icid2=products
Bath & Body/Body Moisturizers/Body Lotions & Body Oils,Coconut Melt,Kopari,18.0,P413350,5.1 oz/ 150 mL,2056729,40050,3.9758,702,https://www.sephora.com/product/coconut-melt-P413350?icid2=products
Skincare/Value & Gift Sets,Kiss of Coco,Kopari,20.0,P450585,na,2272763,3640,4.2857,7,https://www.sephora.com/product/kiss-coco-P450585?icid2=products
Bath & Body/Bath & Shower/Scrub & Exfoliants,Coconut Crush Scrub,Kopari,39.0,P413967,10 oz/ 300 mL,2018695,13239,4.1889,90,https://www.sephora.com/product/coconut-crush-scrub-P413967?icid2=products
Skincare/Cleansers/Toners,Coconut Rose Toner,Kopari,25.0,P416144,5.1 oz/ 150 mL,1918705,18012,4.4041,146,https://www.sephora.com/product/coconut-rose-toner-P416144?icid2=products
Skincare/Value & Gift Sets,Wrapped in Coconut,Kopari,32.0,P450584,na,2272771,1057,5,1,https://www.sephora.com/product/wrapped-in-coconut-P450584?icid2=products
Bath & Body/Value & Gift Sets,Coconut Your Bod,Kopari,24.0,P443818,na,2227577,2631,3.8333,6,https://www.sephora.com/product/coconut-your-bod-P443818?icid2=products
Mini Size/Bath & Body,Coconut Melt Mini,Kopari,18.0,P426303,2.5 oz/ 75 mL,1935519,10523,3.9758,702,https://www.sephora.com/product/coconut-melt-mini-P426303?icid2=products
Skincare/Lip Treatments/Lip Balms & Treatments,Coconut Lip Scrubby,Kopari,16.0,P436093,0.35 oz/ 10 g,2147320,5453,3.9565,23,https://www.sephora.com/product/coconut-lip-scrubby-P436093?icid2=products
Skincare/Eye Care/Eye Creams & Treatments,Starry Eye Balm,Kopari,28.0,P442561,na,2214146,6528,3.8269,52,https://www.sephora.com/product/starry-eye-balm-P442561?icid2=products
Skincare/Moisturizers/Moisturizers,Coconut Face Cream,Kopari,38.0,P416143,2.5 oz/ 75 mL,1918689,7124,4.2917,96,https://www.sephora.com/product/coconut-face-cream-P416143?icid2=products
Skincare/Moisturizers/Face Oils,Noni Glow Face Oil,KORA Organics,25.0,P418624,1.01 oz/ 30 mL,1947878,26660,4.2647,476,https://www.sephora.com/product/noni-glow-face-oil-P418624?icid2=products
Skincare/Masks/Face Masks,Noni Glow Sleeping Mask,KORA Organics,38.0,P440072,3.38 oz/ 100 mL,2183531,5943,3.9524,42,https://www.sephora.com/product/noni-glow-sleeping-mask-P440072?icid2=products
Skincare/Value & Gift Sets,Get the Noni Glow Holiday Kit,KORA Organics,54.0,P450586,na,2278380,1786,5,2,https://www.sephora.com/product/get-noni-glow-holiday-kit-P450586?icid2=products
Skincare/Treatments/Face Serums,Noni Bright Vitamin C Serum,KORA Organics,68.0,P446419,1.01 oz/ 30 mL,2229839,12297,4.4007,302,https://www.sephora.com/product/noni-bright-vitamin-c-serum-P446419?icid2=products
Skincare/Masks/Face Masks,Turmeric 2-in-1 Brightening & Exfoliating Mask,KORA Organics,48.0,P433627,3.38 oz/ 100 mL,2087237,28117,4.4052,269,https://www.sephora.com/product/turmeric-brightening-exfoliating-mask-P433627?icid2=products
Skincare/Mini Size,Noni Glow Face Oil Mini,KORA Organics,25.0,P434336,0.34 oz/ 10 mL,2120491,11230,4.0805,87,https://www.sephora.com/product/noni-glow-face-oil-mini-P434336?icid2=products
Skincare/Eye Care/Eye Creams & Treatments,Noni Radiant Eye Oil,KORA Organics,38.0,P428816,0.34 oz/ 10 mL,2051134,18318,3.9614,311,https://www.sephora.com/product/noni-radiant-eye-oil-P428816?icid2=products
Skincare/Wellness/Facial Rollers,Rose Quartz Heart Facial Gua Sha,KORA Organics,58.0,P432835,na,2113157,5738,4.4706,17,https://www.sephora.com/product/rose-quartz-heart-facial-gua-sha-P432835?icid2=products
Bath & Body/Body Moisturizers/Body Lotions & Body Oils,Noni Glow Body Oil,KORA Organics,58.0,P418625,3.38 oz/ 100 mL,1947886,7595,3.7297,37,https://www.sephora.com/product/noni-glow-body-oil-P418625?icid2=products
Skincare/Moisturizers/Moisturizers,Hydrating Moisturizer for Dry Skin,KORA Organics,48.0,P423740,1.69 oz/ 50 mL,1981588,2726,4.05,20,https://www.sephora.com/product/hydrating-moisturizer-for-dry-skin-P423740?icid2=products
Skincare/Cleansers/Face Wash & Cleansers,Gentle Cleanser for Sensitive Skin,KORA Organics,30.0,P423734,3.38 oz/ 100 mL,1981604,3089,4.2059,34,https://www.sephora.com/product/gentle-cleanser-for-sensitive-skin-P423734?icid2=products
Makeup/Face/Highlighter,Crystal Luminizer,KORA Organics,28.0,P427727, - soft shimmering pink,2042042,9263,3.9375,48,https://www.sephora.com/product/rose-quartz-luminizer-P427727?icid2=products
Skincare/Value & Gift Sets,Natural Greek Brightening Essentials,KORRES,49.0,P450948,na,2270205,2806,5,2,https://www.sephora.com/product/natural-greek-brightening-essentials-P450948?icid2=products
Skincare/Cleansers/Face Wash & Cleansers,Greek Yoghurt Foaming Cream Cleanser ,KORRES,14.0,P392253,5.07 oz/ 150 mL,1674332,48544,4.5869,3694,https://www.sephora.com/product/greek-yoghurt-foaming-cream-cleanser-P392253?icid2=products
Skincare/Moisturizers/Night Creams,Wild Rose Vitamin C Brightening Sleeping Facial,KORRES,48.0,P306883,1.35 oz/ 40 mL,2065167,64290,4.3799,1332,https://www.sephora.com/product/wild-rose-vitamin-c-advanced-brightening-sleeping-facial-P306883?icid2=products
Skincare/Eye Care/Eye Creams & Treatments,Black Pine Super Eye Serum Defeye Gravity 3D,KORRES,65.0,P418868,0.51 oz/ 15 mL,1916618,9129,4.1475,122,https://www.sephora.com/product/black-pine-3d-sculpting-firming-lifting-super-eye-serum-P418868?icid2=products
Skincare/Moisturizers/Face Oils,Wild Rose Brightening Oil,KORRES,54.0,P405289,1.01 oz/ 30 mL,2118487,42917,4.3713,571,https://www.sephora.com/product/wild-rose-vitamin-c-active-brightening-oil-P405289?icid2=products
Skincare/Cleansers/Face Wash & Cleansers,Wild Rose Makeup Melter Cleansing Oil,KORRES,25.0,P444613,3.38 oz/ 150 mL,2177475,2614,3.1875,32,https://www.sephora.com/product/wild-rose-makeup-melter-cleansing-oil-P444613?icid2=products
Skincare/Moisturizers/Moisturizers,Pomegranate Balancing Cream Gel,KORRES,34.0,P305109,1.35 oz/ 40 mL,1393156,18362,4.277,574,https://www.sephora.com/product/pomegranate-balancing-cream-gel-moisturiser-P305109?icid2=products
Skincare/Treatments/Face Serums,Wild Rose Spotless Serum 15% Vitamin C,KORRES,75.0,P432055,1.01 oz/ 30 mL,2065142,11859,3.7905,105,https://www.sephora.com/product/wild-rose-15-vitamin-c-spotless-serum-P432055?icid2=products
Skincare/Cleansers/Face Wash & Cleansers,Greek Yoghurt Foaming Cream Cleanser Mini,KORRES,14.0,P432263,2.54 oz/ 75 mL,1912062,0,4.0833,12,https://www.sephora.com/product/greek-yoghurt-foaming-cream-cleanser-P432263?icid2=products
Skincare/Treatments/Face Serums,Golden Krocus Ageless Saffron Elixir Serum,KORRES,98.0,P406773,1.01 oz,1810944,11017,4.0732,355,https://www.sephora.com/product/golden-krocus-ageless-saffron-elixir-serum-P406773?icid2=products
Skincare/Treatments/Face Serums,"Black Pine 3D Sculpting, Firming and Lifting Face Serum",KORRES,75.0,P418870,1.01 oz/ 30 mL,1916626,3605,4.3333,33,https://www.sephora.com/product/black-pine-3d-sculpting-firming-lifting-face-serum-P418870?icid2=products
Skincare/Masks/Face Masks,Hydra Biome Probiotic Superdose Face Mask With Real Greek Yoghurt,KORRES,49.0,P449171,3.38 oz/ 100 mL,2249928,2702,4.5564,390,https://www.sephora.com/product/hydra-biome-probiotic-greek-yogurt-mask-P449171?icid2=products
Makeup/Face/Foundation,Tinted Face Oil Foundation,KOSAS,42.0,P441884,1.0 oz/ 30 mL,2250785,34863,3.8259,540,https://www.sephora.com/product/tinted-face-oil-P441884?icid2=products
Makeup/Eye/Eyeshadow,Mixed Metals Trio 10-Second Eyeshadow Set,KOSAS,35.0,P451918,3 x 0.2 oz/ 6 mL,2297497,1693,3.875,8,https://www.sephora.com/product/mixed-metals-trio-10-second-eyeshadow-set-P451918?icid2=products
Makeup/Lip/Lip Gloss,Wet Lip Oil Gloss,KOSAS,27.0,P451920,.15 oz/ 4.6 mL,2297505,12875,4.0294,34,https://www.sephora.com/product/lip-oil-P451920?icid2=products
Makeup/Lip/Lip Balm & Treatment,Kosasport LipFuel Hyaluronic Lip Balm,KOSAS,18.0,P443764,0.17oz/5g,2217560,10439,4.2059,102,https://www.sephora.com/product/lip-fuel-hyaluronic-lip-balm-P443764?icid2=products
Makeup/Lip/Lipstick,Weightless Lip Color Lipstick,KOSAS,28.0,P441883,0.14oz/4g,2198984,15198,4.531,113,https://www.sephora.com/product/weightless-lip-color-P441883?icid2=products
Makeup/Cheek/Cheek Palettes,Color & Light: Crème Cream Blush & Highlighter Duo,KOSAS,34.0,P441886,0.32 oz/ 9 g,2288454,16169,4.5114,88,https://www.sephora.com/product/color-light-creme-blush-highlighter-duo-P441886?icid2=products
Makeup/Cheek/Cheek Palettes,Color & Light: Pressed Powder Blush & Highlighter Duo,KOSAS,34.0,P441885,0.32 oz/ 9 g,2282465,6525,4.4706,34,https://www.sephora.com/product/color-light-pressed-powder-blush-highlighter-duo-P441885?icid2=products
Makeup/Eye/Eyeshadow,10-Second Liquid Eyeshadow,KOSAS,28.0,P447744,0.2 oz/ 6 mL,2266153,10048,3.5128,39,https://www.sephora.com/product/10-second-liquid-eyeshadow-P447744?icid2=products
Bath & Body/Body Moisturizers/Hand Cream & Foot Cream,Hand Creams,L'Occitane,12.0,P307907,1 oz/ 30 mL,640979,61415,4.5632,1804,https://www.sephora.com/product/hand-creams-P307907?icid2=products
Skincare/Value & Gift Sets,Holiday Kit to Share,L'Occitane,34.0,P450988,na,2280204,5954,5,3,https://www.sephora.com/product/holiday-kit-to-share-P450988?icid2=products
Mini Size/Bath & Body,Hand Cream Minis,L'Occitane,12.0,P425327,1 oz/ 30 mL,640979,20300,4.405,121,https://www.sephora.com/product/hand-creams-mini-P425327?skuId=1382787&icid2=products
Bath & Body/Body Moisturizers/Body Lotions & Body Oils,Shea Butter Ultra Rich Body Cream,L'Occitane,44.0,P238001,7 oz/ 200 mL,1169176,14962,4.6832,382,https://www.sephora.com/product/shea-butter-ultra-rich-body-cream-P238001?icid2=products
Bath & Body/Bath & Shower/Body Wash & Shower Gel,Cleansing And Softening Shower Oil With Almond Oil,L'Occitane,9.5,P107319,8.4 oz/ 250 mL,763706,49782,4.4273,1533,https://www.sephora.com/product/cleansing-softening-shower-oil-with-almond-oil-P107319?icid2=products
Bath & Body/Body Moisturizers/Body Lotions & Body Oils,Almond Smoothing and Beautifying Supple Skin Oil,L'Occitane,50.0,P162554,3.4 oz/ 100 mL,1626548,28161,4.6472,839,https://www.sephora.com/product/almond-smoothing-and-beautifying-supple-skin-oil-P162554?icid2=products
Skincare/Value & Gift Sets,Holiday Almond Ornament,L'Occitane,14.0,P450990,na,2280196,4298,4.2,5,https://www.sephora.com/product/holiday-almond-ornament-P450990?icid2=products
Bath & Body/Body Moisturizers/Hand Cream & Foot Cream,Shea Butter Intensive Hand Balm,L'Occitane,36.0,P449167,5.3 oz/ 150 mL,2230456,1057,5,3,https://www.sephora.com/product/shea-butter-intensive-hand-balm-P449167?icid2=products
Skincare/Moisturizers/Moisturizers,Immortelle Divine Cream,L'Occitane,110.0,P387511,1.7 oz/ 50 mL,1630300,5122,3.8904,146,https://www.sephora.com/product/immortelle-divine-cream-P387511?icid2=products
Bath & Body/Body Moisturizers/Body Lotions & Body Oils,Almond Smoothing and Beautifying Milk Concentrate,L'Occitane,54.0,P66703,7 oz/ 200 mL,1626530,20948,4.5835,593,https://www.sephora.com/product/almond-smoothing-and-beautifying-milk-concentrate-P66703?icid2=products
Bath & Body/Body Moisturizers/Body Lotions & Body Oils,Shea Butter Rich Body Lotion,L'Occitane,34.0,P39678,8.4 oz/ 250 mL,2019008,9862,4.5434,173,https://www.sephora.com/product/shea-butter-ultra-rich-body-lotion-P39678?icid2=products
Skincare/Moisturizers/Moisturizers,Crème de la Mer Moisturizer,La Mer,90.0,P416341,1 oz/ 30 mL,1932201,71667,3.9866,597,https://www.sephora.com/product/creme-de-la-mer-moisturizing-cream-P416341?icid2=products
Skincare/Moisturizers/Moisturizers,The Moisturizing Soft Cream,La Mer,90.0,P416342,1 oz/ 30 mL,1932235,26647,3.9167,216,https://www.sephora.com/product/the-moisturizing-soft-cream-P416342?icid2=products
Skincare/Treatments/Face Serums,The Treatment Lotion,La Mer,110.0,P416345,3.4 oz/ 100 mL,2048957,23340,4.4216,102,https://www.sephora.com/product/the-treatment-lotion-P416345?skuId=1932391&icid2=products
Skincare/Lip Treatments/Lip Balms & Treatments,The Lip Balm,La Mer,65.0,P417242,0.32 oz/ 9 g,2223469,17503,4.0709,127,https://www.sephora.com/product/the-lip-balm-P417242?icid2=products
Skincare/Treatments/Face Serums,The Concentrate,La Mer,190.0,P417108,1 oz/ 30 mL,2203990,20014,3.9302,86,https://www.sephora.com/product/the-concentrate-P417108?icid2=products
Skincare/Eye Care/Eye Creams & Treatments,The Eye Concentrate,La Mer,225.0,P416343,0.5 oz/ 15 mL,1932318,20021,3.6515,132,https://www.sephora.com/product/the-eye-concentrate-P416343?icid2=products
Skincare/Mini Size,The Treatment Lotion Mini,La Mer,110.0,P428638,3.4 oz/ 100 mL,2048957,2488,4,3,https://www.sephora.com/product/the-treatment-lotion-mini-P428638?icid2=products
Skincare/Mini Size,Crème de la Mer Moisturizer Mini,La Mer,90.0,P426501,0.5 oz/ 15 mL,1932193,3685,3.9444,36,https://www.sephora.com/product/creme-de-la-mer-mini-P426501?icid2=products
Makeup/Face/Foundation,The Luminous Lifting Cushion Foundation SPF 20 + Refill,La Mer,120.0,P437500,23 Warm Vanilla - Light Skin with Warm Undertone,2132231,6903,3.9286,42,https://www.sephora.com/product/the-luminous-lifting-cushion-foundation-spf-20-refill-P437500?icid2=products
Skincare/Mini Size,The Moisturizing Soft Cream Mini,La Mer,90.0,P449412,0.5 oz/ 15 mL,1932227,1819,5,4,https://www.sephora.com/product/the-moisturizing-soft-cream-mini-P449412?icid2=products
Skincare/Lip Treatments/Lip Balms & Treatments,The Lip Volumizer,La Mer,75.0,P444964,0.23 oz/ 7 mL,2237097,7008,3.6774,31,https://www.sephora.com/product/the-lip-volumizer-P444964?icid2=products
