category,product_name,brand,price,Product_Id,size,item_num,love_count,rating,reviews_count,link
Skincare/Sun Care/Face Sunscreen,Full Spectrum 360° Sun Silk Drops Organic Sunscreen SPF 30,COOLA,46.0,P429516,1 oz/ 30 mL,2062842,28575,4.5096,677,https://www.sephora.com/product/full-spectrum-360-sun-silk-drops-spf-30-P429516?icid2=products
Skincare/Self Tanners/For Face,Organic Sunless Tan Anti-Aging Face Serum,COOLA,54.0,P418221,1.7 oz/ 50 mL,1924596,13175,4.0328,122,https://www.sephora.com/product/sunless-tan-anti-aging-face-serum-P418221?icid2=products
Skincare/Sun Care/Face Sunscreen,Mineral Face Matte Tint Sunscreen Moisturizer SPF 30,COOLA,36.0,P395627,1.7 oz/ 50 mL,1707140,14750,4.1343,201,https://www.sephora.com/product/mineral-face-spf-30-matte-tint-P395627?icid2=products
Skincare/Sun Care/Face Sunscreen,Makeup Setting Spray Organic Sunscreen SPF 30,COOLA,36.0,P396623,1.7 oz/ 50 mL,1701671,20856,3.4161,483,https://www.sephora.com/product/makeup-setting-spray-spf30-P396623?icid2=products
Skincare/Moisturizers/BB & CC Creams,Rōsilliance™ Organic BB+ Cream SPF 30,COOLA,52.0,P409519,1.5 oz/ 44 mL,1819549,10837,3.8778,180,https://www.sephora.com/product/rosilliance-organic-bb-cream-spf-30-P409519?icid2=products
Skincare/Self Tanners/For Body,Sunless Tan Firming Lotion,COOLA,46.0,P441645,6 fl.oz/ 177 mL,2204105,3098,4.4444,18,https://www.sephora.com/product/sunless-tan-firming-lotion-P441645?icid2=products
Skincare/Sun Care/Face Sunscreen,Classic Face SPF 30 - Cucumber,COOLA,32.0,P395621,1.7 oz/ 50 mL,2217669,3823,4.3462,52,https://www.sephora.com/product/classic-face-spf-30-cucumber-P395621?icid2=products
Skincare/Sun Care/Face Sunscreen,Mineral Sun Silk Crème SPF 30,COOLA,42.0,P442271,1.5 oz/ 44 mL,2204154,5424,3.9,60,https://www.sephora.com/product/mineral-sun-silk-creme-P442271?icid2=products
Skincare/Sun Care/Face Sunscreen,Daydream™ Mineral Primer SPF 30,COOLA,42.0,P408646,1 oz,1819515,8141,4.1985,131,https://www.sephora.com/product/daydream-mineral-primer-spf-30-P408646?icid2=products
Skincare/Sun Care/Body Sunscreen,Sport Continuous Spray SPF 50 - Unscented,COOLA,36.0,P395723,8 oz/ 236 mL,1693977,4139,4.4265,68,https://www.sephora.com/product/sport-continuous-spray-spf-50-unscented-P395723?icid2=products
Skincare/Self Tanners/For Body,Sunless Tan Express Sculpting Mousse,COOLA,48.0,P442267,7 oz/ 207 mL,2204113,2427,4.2174,23,https://www.sephora.com/product/sunless-tan-express-sculpting-mousse-P442267?icid2=products
Hair/Hair Styling & Treatments/Scalp & Hair Treatments,Scalp & Hair Mist Organic Sunscreen SPF 30,COOLA,26.0,P429517,2 oz/ 60 mL,2062834,7698,3.8969,417,https://www.sephora.com/product/organic-scalp-hair-mist-spf-30-P429517?icid2=products
Makeup/Face/Foundation,Power Play Foundation,COVER FX,44.0,P429425,1.18 oz/ 35 mL,2053874,55020,4.102,1490,https://www.sephora.com/product/power-play-foundation-P429425?icid2=products
Makeup/Face/Concealer,Power Play Concealer,COVER FX,30.0,P433833,0.33 oz/ 10 mL,2103539,35988,4.2989,358,https://www.sephora.com/product/power-play-concealer-P433833?skuId=2103596&icid2=products
Makeup/Face/Foundation,Total Cover Cream Foundation,COVER FX,42.0,P376285,0.35 oz/ 10 g,1452929,37366,4.0009,1107,https://www.sephora.com/product/total-cover-cream-foundation-P376285?skuId=1452853&icid2=products
Makeup/Face/Face Primer,Mattifying Primer With Anti-Acne Treatment,COVER FX,16.0,P377612,1 oz/ 30 mL,2181063,49949,3.5696,1192,https://www.sephora.com/product/mattifying-primer-with-anti-acne-treatment-P377612?icid2=products
Makeup/Face/Foundation,Pressed Mineral Foundation,COVER FX,38.0,P376287,0.4 oz/ 12 g,1452291,40976,4.078,949,https://www.sephora.com/product/pressed-mineral-foundation-P376287?skuId=1452408&icid2=products
Makeup/Face/Highlighter,Custom Enhancer Drops,COVER FX,42.0,P409765,0.5 oz/ 15 mL,1904820,220775,4.4477,1615,https://www.sephora.com/product/custom-enhancer-drops-P409765?icid2=products
Makeup/Face/Foundation,Natural Finish Foundation,COVER FX,42.0,P377714,1 oz/ 30 mL,1721000,49966,3.6043,1534,https://www.sephora.com/product/natural-finish-oil-free-foundation-P377714?icid2=products
Makeup/Face/Setting Spray & Powder,Perfect Setting Powder,COVER FX,14.0,P416218,0.14 oz/ 4 g,1924984,50494,4.4688,817,https://www.sephora.com/product/perfect-setting-powder-P416218?skuId=1889963&icid2=products
Makeup/Face/Face Primer,Blurring Primer,COVER FX,38.0,P419644,1 oz/ 30 mL,2181089,15184,3.9892,185,https://www.sephora.com/product/blurring-primer-P419644?icid2=products
Makeup/Face/Setting Spray & Powder,Dewy Finish Setting Spray,COVER FX,15.0,P431850,4 oz/ 120 mL,2074243,16164,4.1141,149,https://www.sephora.com/product/dewy-finish-setting-spray-P431850?icid2=products
Makeup/Face/Setting Spray & Powder,Mattifying Setting Spray,COVER FX,31.0,P419401,4 oz/ 120 mL,1924992,25535,4.0797,439,https://www.sephora.com/product/mattifying-setting-spray-P419401?icid2=products
Makeup/Face/Setting Spray & Powder,Dewy Finish Setting Spray Mini,COVER FX,15.0,P444955,1.0 oz/ 30 mL,2221760,6178,4.2609,23,https://www.sephora.com/product/dewy-finish-setting-spray-mini-P444955?icid2=products
Skincare/Wellness/Beauty Supplements,Anti-Aging Collagen Elixir,Crushed Tonic,105.0,P433150,"Assorted Crush - Original, Matcha, Turmeric",2131399,1550,4.6,40,https://www.sephora.com/product/anti-aging-collagen-elixir-P433150?icid2=products
Skincare/Wellness/Beauty Supplements,Sampler Pack,Crushed Tonic,15.0,P433877,na,2131431,1165,4.6,10,https://www.sephora.com/product/sampler-pack-P433877?icid2=products
Makeup/Nail,Cuticle Lab - Nail Treatment Set,Deborah Lippmann,45.0,P396014,na,1702539,14638,4.4811,106,https://www.sephora.com/product/cuticle-lab-tm-P396014?icid2=products
Makeup/Nail,Gel Lab Pro Nail Polish,Deborah Lippmann,20.0,P404918, - full coverage orange-red crème,2235638,41844,4.1127,142,https://www.sephora.com/product/gel-lab-pro-nail-polish-P404918?icid2=products
Makeup/Nail,Treasure Chest 9-Piece Set,Deborah Lippmann,45.0,P450898,9 x 0.27 oz/ 8 mL,2298750,1475,4,2,https://www.sephora.com/product/treasure-chest-9-pc-set-P450898?icid2=products
Makeup/Nail,Gel Lab Pro - Nail Base Coat and Top Coat Set,Deborah Lippmann,45.0,P399326,2 x 0.5 oz/ 14.7 mL,1723360,6184,3.1642,134,https://www.sephora.com/product/gel-lab-pro-P399326?icid2=products
Makeup/Nail,Addicted to Speed - Quick-drying Nail Top Coat,Deborah Lippmann,20.0,P381214,na,1541994,6667,4.184,125,https://www.sephora.com/product/addicted-to-speed-top-coat-P381214?icid2=products
Makeup/Nail,Natural Mystic 6-Piece Set,Deborah Lippmann,36.0,P447738,na,2272607,891,4,3,https://www.sephora.com/product/natural-mystic-6-piece-set-P447738?icid2=products
Makeup/Nail,The Stripper - Nail Polish Remover,Deborah Lippmann,19.0,P381311,4.0 oz/ 118 mL,1629914,3955,3.9833,60,https://www.sephora.com/product/the-stripper-polish-remover-P381311?icid2=products
Makeup/Nail,The Cure - Nail Cuticle Repair Cream Treatment,Deborah Lippmann,24.0,P385341,na,1578491,7489,4.3636,66,https://www.sephora.com/product/the-cure-P385341?icid2=products
Makeup/Nail,Cuticle Oil - Nail Cuticle Treatment,Deborah Lippmann,20.0,P381210,na,1542034,6551,4.1148,61,https://www.sephora.com/product/cuticle-oil-P381210?icid2=products
Makeup/Nail,Hard Rock - Nail Strengthening Top and Base Coat,Deborah Lippmann,20.0,P381312,0.50 oz/ 14.78 mL,833103,5477,4.2208,77,https://www.sephora.com/product/hard-rock-hydrating-hardener-P381312?icid2=products
Makeup/Nail,Cuticle Remover - Exfoliating Cuticle Nail Treatment,Deborah Lippmann,20.0,P381211,na,1542026,9590,4.7388,134,https://www.sephora.com/product/cuticle-remover-P381211?icid2=products
Makeup/Nail,Never Never Land,Deborah Lippmann,20.0,P429006,0.50 oz/ 15 mL,2043446,13555,4.3659,41,https://www.sephora.com/product/never-never-land-P429006?icid2=products
Fragrance/Women/Perfume,2am Kiss,DEREK LAM 10 CROSBY,85.0,P405460,1.7 oz/ 50 mL,1769009,2585,3.7069,116,https://www.sephora.com/product/2am-kiss-P405460?icid2=products
Fragrance/Women/Perfume,Ellipsis,DEREK LAM 10 CROSBY,85.0,P405462,1.7 oz/ 50 mL,1769017,1217,4.4474,38,https://www.sephora.com/product/ellipsis-P405462?icid2=products
Fragrance/Women/Perfume,Hi-Fi,DEREK LAM 10 CROSBY,85.0,P405456,1.7 oz/ 50 mL,1768985,928,4.5882,17,https://www.sephora.com/product/hi-fi-P405456?icid2=products
Fragrance/Women/Perfume,Afloat,DEREK LAM 10 CROSBY,85.0,P405468,1.7 oz/ 50 mL,1768969,937,3.625,24,https://www.sephora.com/product/afloat-P405468?icid2=products
Fragrance/Women/Perfume,Looking Glass,DEREK LAM 10 CROSBY,85.0,P405472,1.7 oz/ 50 mL,1769058,1262,4.25,28,https://www.sephora.com/product/looking-glass-P405472?icid2=products
Fragrance/Women/Perfume,2am Kiss Parfum Stick,DEREK LAM 10 CROSBY,38.0,P421786,0.12 oz/ 3.5 g,1837871,565,5,1,https://www.sephora.com/product/2am-kiss-parfum-stick-P421786?icid2=products
Bath & Body/Bath & Shower/Scrub & Exfoliants,KP Duty® Body Scrub,DERMAdoctor,50.0,P147925,16 oz/ 473 mL,934539,26436,4.47,1115,https://www.sephora.com/product/kp-duty-body-scrub-P147925?icid2=products
Bath & Body/Body Care/Deodorant & Antiperspirant,Total Nonscents® Ultra-Gentle Brightening Antiperspirant,DERMAdoctor,30.0,P73514,3 oz,784447,6149,4.0694,389,https://www.sephora.com/product/total-nonscents-ultra-gentle-brightening-antiperspirant-P73514?icid2=products
Bath & Body/Body Moisturizers/Body Lotions & Body Oils,KP Duty® Lotion,DERMAdoctor,10.0,P73509,4 oz/ 120 mL,784413,13511,4.1195,971,https://www.sephora.com/product/kp-duty-lotion-P73509?icid2=products
Skincare/Treatments/Face Serums,Calm Cool & Corrected,DERMAdoctor,85.0,P73517,1.7 oz/ 50 mL,784421,4520,3.9928,277,https://www.sephora.com/product/calm-cool-corrected-P73517?icid2=products
Skincare/Eye Care/Eye Creams & Treatments,Wrinkle Revenge Eye Balm,DERMAdoctor,50.0,P102504,0.5 oz/ 15 mL,844472,6422,4.066,379,https://www.sephora.com/product/wrinkle-revenge-eye-balm-P102504?icid2=products
Bath & Body/Body Care/Deodorant & Antiperspirant,MED e TATE antiperspirant wipes,DERMAdoctor,19.0,P241734,30 Packettes,1192590,5083,3.9352,324,https://www.sephora.com/product/med-e-tate-antiperspirant-wipes-P241734?icid2=products
Skincare/Treatments/Facial Peels,Kakadu C™ Intensive Vitamin C Peel Pads with Ferulic Acid & Vitamin E,DERMAdoctor,78.0,P408600,30 x 0.06 oz/ 1.77 mL pre-moistened pads,1831015,6516,4.7778,45,https://www.sephora.com/product/kakadu-c-intensive-vitamin-c-peel-pads-with-ferulic-acid-vitamin-e-P408600?icid2=products
Skincare/Treatments/Face Serums,Kakadu C ™ Serum,DERMAdoctor,95.0,P393238,1 oz / 30 mL,1675891,4244,4.0769,65,https://www.sephora.com/product/kakadu-c-serum-P393238?icid2=products
Skincare/Treatments/Face Serums,POETRY in Lotion®,DERMAdoctor,75.0,P230805,1 oz/ 30 mL,1133701,2019,4.3533,184,https://www.sephora.com/product/poetry-in-lotion-P230805?icid2=products
Makeup/Face/BB & CC Cream,DD Cream Dermatologically Defining BB Cream Broad Spectrum SPF 30,DERMAdoctor,40.0,P381802,1.3 oz,1548700,4316,3.4346,283,https://www.sephora.com/product/dd-cream-dermatologically-defining-bb-cream-broad-spectrum-spf-30-P381802?icid2=products
Skincare/Value & Gift Sets,Kakadu C™ Vitamin C Brightening Kit,DERMAdoctor,89.0,P414081,na,1888007,2559,4.4,5,https://www.sephora.com/product/kakadu-c-vitamin-c-brightening-kit-P414081?icid2=products
Skincare/Treatments/Face Serums,Wrinkle Revenge® Ultimate Hyaluronic Serum,DERMAdoctor,68.0,P302932,na,1395649,2124,4.0263,76,https://www.sephora.com/product/wrinkle-revenge-ultimate-hyaluronic-serum-P302932?icid2=products
Skincare/High Tech Tools/Anti-Aging,DERMAPORE Ultrasonic Pore Extractor & Serum Infuser,DERMAFLASH,99.0,P448181,Green,2267672,7872,4.069,29,https://www.sephora.com/product/dermapore-ultrasonic-pore-extractor-serum-infuser-P448181?icid2=products
Tools & Brushes/High Tech Tools/Anti-Aging,LUXE Anti-Aging Dermaplaning Exfoliation Device,DERMAFLASH,199.0,P429043,Pink,2219236,15015,4.15,120,https://www.sephora.com/product/dermaflash-2-0-facial-exfoliation-peach-fuzz-removal-P429043?icid2=products
Skincare/Value & Gift Sets,The Essentials Anti-Aging Exfoliation Replenishment Kit,DERMAFLASH,29.0,P430809,Standard Size,2028371,1943,4.5455,11,https://www.sephora.com/product/the-essentials-P430809?icid2=products
Skincare/Treatments/Facial Peels,Flash & Glow Resurfacing Peel Pads,DERMAFLASH,36.0,P436136,36 Pads,2141836,298,na,na,https://www.sephora.com/product/flash-glow-resurfacing-peel-pads-P436136?icid2=products
Skincare/Cleansers/Exfoliators,Daily Microfoliant Exfoliator,Dermalogica,15.0,P423688,2.6 oz/ 74g,2002087,21363,4.6902,255,https://www.sephora.com/product/daily-microfoliant-P423688?icid2=products
Skincare/Value & Gift Sets,Illuminate & Restore Duo,Dermalogica,17.5,P449874,na,2273399,1790,4,3,https://www.sephora.com/product/illuminate-restore-duo-P449874?icid2=products
Skincare/Cleansers/Face Wash & Cleansers,Special Cleansing Gel,Dermalogica,39.0,P423136,8.4 oz/ 250 mL,2002103,8308,4.4161,161,https://www.sephora.com/product/special-cleansing-gel-P423136?icid2=products
Skincare/Mini Size,Daily Microfoliant Exfoliator Mini,Dermalogica,15.0,P443352,0.45 oz/ 13 g,2221133,18711,4.3607,61,https://www.sephora.com/product/daily-microfoliant-mini-P443352?icid2=products
Skincare/Cleansers/Face Wash & Cleansers,Precleanse Cleansing Oil,Dermalogica,45.0,P423148,5.1 oz/ 150 mL,2002079,10855,4.471,155,https://www.sephora.com/product/precleanse-P423148?icid2=products
Skincare/Moisturizers/Moisturizers,Active Moist Moisturizer,Dermalogica,42.0,P423142,3.4 oz/ 100 mL,2010247,3740,4.7429,35,https://www.sephora.com/product/active-moist-P423142?icid2=products
Skincare/Sun Care/Face Sunscreen,Dynamic Skin Recovery SPF50 Moisturizer,Dermalogica,73.0,P443354,1.7 oz/ 50 mL,2221182,4221,4.6579,114,https://www.sephora.com/product/dynamic-skin-recovery-spf50-P443354?icid2=products
Skincare/Masks/Face Masks,MultiVitamin Power Recovery Mask,Dermalogica,59.0,P423130,2.5 oz/ 75 mL,2002244,8782,4.2059,102,https://www.sephora.com/product/multivitamin-power-recovery-masque-P423130?icid2=products
Skincare/Treatments/Face Serums,AGE Smart Phyto-Nature Firming Serum,Dermalogica,145.0,P449177,1.3 oz/ 40 mL,2242535,1076,4.4046,131,https://www.sephora.com/product/age-smart-phyto-nature-firming-serum-P449177?icid2=products
Skincare/Treatments/Face Serums,BioLumin-C Vitamin C Serum,Dermalogica,87.0,P443370,1 oz/ 30 mL,2221083,2008,4.4327,104,https://www.sephora.com/product/biolumin-c-serum-P443370?icid2=products
Skincare/Moisturizers/Moisturizers,Intensive Moisture Balance Moisturizer,Dermalogica,50.0,P443358,1.7 oz/ 50 mL,2221166,1468,4.5472,106,https://www.sephora.com/product/intensive-moisture-balance-P443358?icid2=products
Skincare/Moisturizers/Moisturizers,Super Rich Repair Moisturizer,Dermalogica,92.0,P423135,1.7 oz/ 50 mL,2002269,1488,4.422,109,https://www.sephora.com/product/super-rich-repair-P423135?icid2=products
Hair/Hair Styling & Treatments/Hair Styling Products,ULTRA DEFINING GEL Strong Hold No-Crunch Styler,DevaCurl,10.0,P378332,12 oz/ 355 mL,1820273,15890,3.9892,279,https://www.sephora.com/product/ultra-defining-gel-strong-hold-no-crunch-styler-P378332?icid2=products
Hair/Hair Tools/Hair Dryers,DEVADRYER™ & DEVAFUSER™ Dryer & Diffuser Combo For All Curl Kind,DevaCurl,159.0,P398937,na,1738707,8117,3.1842,38,https://www.sephora.com/product/devadryer-devafuser-dryer-diffuser-combo-for-all-curl-kind-P398937?icid2=products
Hair/Hair Styling & Treatments/Hair Styling Products,SUPERCREAM™ Coconut Curl Styler,DevaCurl,15.0,P399687,5.1 oz/ 151 mL,1737311,22984,4.3016,378,https://www.sephora.com/product/supercream-coconut-curl-styler-P399687?icid2=products
Hair/Shampoo & Conditioner/Conditioner,One Condition® Original Daily Cream Conditioner,DevaCurl,24.0,P378326,32 oz/ 946 mL,1784594,14222,4.2595,262,https://www.sephora.com/product/one-condition-P378326?icid2=products
Hair/Hair Styling & Treatments/Hair Styling Products,STYLING CREAM Touchable Curl Definer,DevaCurl,28.0,P378330,5.1 oz/ 151 mL,1820323,14566,4.3,330,https://www.sephora.com/product/styling-cream-touchable-curl-definer-P378330?icid2=products
Hair/Value & Gift Sets,Double Take Curly,DevaCurl,92.0,P447119,na,2252757,1536,4,3,https://www.sephora.com/product/double-take-curly-P447119?icid2=products
Hair/Hair Styling & Treatments/Hair Masks,Melt into Moisture Matcha Butter Conditioning Mask,DevaCurl,36.0,P421495,8 oz/ 236 mL,1977156,15402,4.1243,338,https://www.sephora.com/product/melt-into-moisture-matcha-butter-conditioning-mask-P421495?icid2=products
Hair/Value & Gift Sets,How to Quit Shampoo: The Original Cleanse & Condition Curl Kit,DevaCurl,35.0,P400108,na,1815984,12069,3.8817,93,https://www.sephora.com/product/how-to-quit-shampoo-original-cleanse-condition-curl-kit-P400108?icid2=products
Hair/Shampoo & Conditioner/Conditioner,One Condition® Decadence Ultra Moisturizing Milk Conditioner,DevaCurl,24.0,P400704,32 oz/ 946 mL,1735166,7847,4.1456,103,https://www.sephora.com/product/one-condition-decadence-P400704?icid2=products
Hair/Shampoo & Conditioner/Co Wash & No Poo,No-Poo Original Zero Lather Conditioning Cleanser,DevaCurl,24.0,P378324,32 oz/ 946 mL,1784578,12113,4.0885,305,https://www.sephora.com/product/no-poo-P378324?icid2=products
Hair/Hair Styling & Treatments/Hair Styling Products,WAVE MAKER™ Touchable Texture Whip,DevaCurl,26.0,P411357,5 oz/ 148 mL,1844323,13147,4.1337,187,https://www.sephora.com/product/wave-maker-touchable-texture-whip-P411357?icid2=products
Hair/Hair Tools/Hair Accessories,DEVATOWEL™ Anti-Frizz Microfiber Towel,DevaCurl,20.0,P404778,na,1784495,17046,4.3649,148,https://www.sephora.com/product/devatowel-anti-frizz-microfiber-towel-P404778?icid2=products
Makeup/Nail,Diamond File For Foot Calluses #20,Diamancel,38.0,P256430,na,1221555,7620,4.5159,314,https://www.sephora.com/product/diamond-file-for-foot-calluses-20-P256430?icid2=products
Makeup/Lip/Lip Balm & Treatment,Lip Glow Oil,Dior,34.0,P453814,0.2 oz/ 6 mL,2316172,13039,4.1111,9,https://www.sephora.com/product/dior-lip-glow-oil-P453814?icid2=products
Makeup/Lip/Lip Balm & Treatment,Dior Lip Glow,Dior,34.0,P236816, - light pink with gold shimmer,2123065,263833,4.3962,4899,https://www.sephora.com/product/dior-addict-lip-glow-color-reviver-balm-P236816?icid2=products
Makeup/Face/Foundation,Dior Airflash Spray Foundation,Dior,62.0,P104914,2.3 oz/ 70 mL,2224848,130536,4.3961,3704,https://www.sephora.com/product/diorskin-airflash-spray-foundation-P104914?icid2=products
Fragrance/Women/Perfume,J'adore Eau de Parfum,Dior,75.0,P6430,1.7 oz/ 50 mL,420570,45597,4.6245,972,https://www.sephora.com/product/j-adore-eau-de-parfum-P6430?icid2=products
Fragrance/Men/Cologne,Sauvage Eau de Parfum,Dior,95.0,P428500,2.0 oz/ 60 mL,2038123,7822,4.6667,69,https://www.sephora.com/product/sauvage-eau-de-parfum-P428500?icid2=products
Makeup/Lip/Lipstick,Rouge Dior Lipstick,Dior,37.0,P411036,0.12 oz/ 3.4 g,1853548,70000,4.2965,290,https://www.sephora.com/product/rouge-dior-lipstick-P411036?icid2=products
Makeup/Face/Foundation,BACKSTAGE Face & Body Foundation,Dior,40.0,P432500,1.6 oz/ 50 mL,2070571,107128,4.3064,1844,https://www.sephora.com/product/backstage-face-body-foundation-P432500?icid2=products
Fragrance/Men/Cologne,Sauvage Eau de Toilette,Dior,77.0,P400057,3.4 oz/ 100 mL,1739325,18075,4.7411,336,https://www.sephora.com/product/sauvage-P400057?skuId=1739317&icid2=products
Fragrance/Women/Perfume,Miss Dior Blooming Bouquet,Dior,38.0,P385477,1.7 oz/ 50 mL,1599877,43111,4.1659,615,https://www.sephora.com/product/miss-dior-blooming-bouquet-P385477?icid2=products
Makeup/Eye/Mascara,Diorshow Mascara,Dior,29.5,P396240,0.33 oz/ 10 mL,1689744,44719,3.8062,1620,https://www.sephora.com/product/diorshow-mascara-P396240?icid2=products
Makeup/Lip/Lip Gloss,Dior Addict Lip Maximizer Plumping Gloss,Dior,34.0,P186805,0.2 oz/ 6 mL,2171668,109822,4.3354,1461,https://www.sephora.com/product/dior-addict-lip-maximizer-plumping-gloss-P186805?icid2=products
Makeup/Face/Foundation,Dior Forever 24h* Wear High Perfection Skin-Caring Matte Foundation,Dior,52.0,P439940,1 oz/ 30 mL,2178630,23344,4.3435,949,https://www.sephora.com/product/forever-matte-foundation-P439940?icid2=products
Skincare/Wellness/Beauty Supplements,Liquid Multi-Vitamin Supplement,DL.MD,45.0,P447205,6.7 oz/ 200 mL,2260198,1410,5,14,https://www.sephora.com/product/liquid-multi-vitamin-supplement-P447205?icid2=products
Fragrance/Women/Perfume,Light Blue Eau de Toilette,DOLCE&GABBANA,29.0,P12420,3.3 oz/ 100 mL,563338,76260,4.584,2820,https://www.sephora.com/product/light-blue-P12420?icid2=products
Fragrance/Men/Cologne,Light Blue Pour Homme Eau de Toilette,DOLCE&GABBANA,56.0,P186402,4.2 oz/ 125 mL,1019991,8131,4.7546,379,https://www.sephora.com/product/light-blue-pour-homme-P186402?icid2=products
Fragrance/Value & Gift Sets/Perfume Gift Sets,Light Blue Mini Duo Set,DOLCE&GABBANA,20.0,P435721,2 x 0.15 oz/ 4.5 mL,2145902,9192,4.3846,26,https://www.sephora.com/product/light-blue-mini-duo-set-P435721?icid2=products
Fragrance/Value & Gift Sets/Cologne Gift Sets,K by Dolce & Gabbana Gift Set,DOLCE&GABBANA,94.0,P452823,2 x 3.3 oz/ 100 mL,2249159,308,na,na,https://www.sephora.com/product/dolce-gabbana-k-by-dolce-gabbana-gift-set-P452823?icid2=products
Fragrance/Men/Cologne,The One For Men,DOLCE&GABBANA,70.0,P224300,5.1 oz/ 150 mL,1527332,5199,4.7514,358,https://www.sephora.com/product/the-one-for-men-P224300?icid2=products
Men,K by Dolce & Gabbana,DOLCE&GABBANA,72.0,P449367,1.6 oz/ 50 mL,2249084,1056,5,3,https://www.sephora.com/product/k-by-dolce-gabbana-P449367?skuId=2249092&icid2=products
Fragrance/Women/Perfume,3 L’IMPERATRICE Eau de Toilette,DOLCE&GABBANA,80.0,P245901,3.3 oz/ 100 mL,1209907,17503,4.6142,832,https://www.sephora.com/product/3-l-imperatrice-P245901?icid2=products
Fragrance/Women/Perfume,Dolce Garden,DOLCE&GABBANA,29.0,P429971,2.5 oz/ 75 mL,2052330,8057,4.7273,99,https://www.sephora.com/product/dolce-garden-P429971?icid2=products
Fragrance/Women/Perfume,Light Blue Eau Intense,DOLCE&GABBANA,64.0,P418849,3.3 oz/ 100 mL,1942812,12884,4.5,118,https://www.sephora.com/product/light-blue-pour-femme-eau-intense-P418849?icid2=products
Fragrance/Women/Perfume,The One,DOLCE&GABBANA,76.0,P195321,2.5 oz/ 75 mL,981530,20068,4.594,840,https://www.sephora.com/product/the-one-P195321?icid2=products
Fragrance/Women/Perfume,Dolce Eau de Parfum,DOLCE&GABBANA,76.0,P385301,2.5 oz/ 75 mL,1601301,15790,4.3198,369,https://www.sephora.com/product/dolce-P385301?icid2=products
Fragrance/Women/Perfume,The Only One Eau de Parfum,DOLCE&GABBANA,29.0,P437947,1.6 oz/ 50 mL,2155265,6390,4.4167,72,https://www.sephora.com/product/the-only-one-eau-de-parfum-P437947?icid2=products
Makeup/Eye/Eye Palettes,Latte Eyeshadow Palette,DOMINIQUE COSMETICS,42.0,P434458,na,2130326,14024,4.8072,166,https://www.sephora.com/product/latte-eyeshadow-palette-P434458?icid2=products
Makeup/Eye/Eye Palettes,Berries & Cream Eyeshadow Palette,DOMINIQUE COSMETICS,44.0,P439945,na,2157642,8040,4.6542,107,https://www.sephora.com/product/berries-cream-eyeshadow-palette-P439945?icid2=products
Makeup/Eye/Eye Palettes,Celestial Storm Palette,DOMINIQUE COSMETICS,44.0,P450513,na,2287977,2899,3.5833,24,https://www.sephora.com/product/celestial-storm-palette-P450513?icid2=products
Makeup/Value & Gift Sets,Sweater Weather Set,DOMINIQUE COSMETICS,29.0,P452427,na,2287985,1466,4.7,10,https://www.sephora.com/product/sweater-weather-set-P452427?icid2=products
Makeup/Face/Highlighter,Prisma Glow Highlight Palette,DOMINIQUE COSMETICS,36.0,P446331,na,2231348,1915,4.2,15,https://www.sephora.com/product/prisma-glow-highlight-palette-P446331?icid2=products
Makeup/Lip/Lip Gloss,Lemonade Lip Gloss,DOMINIQUE COSMETICS,17.0,P434564, - warm beige,2130151,11170,4.381,84,https://www.sephora.com/product/lemonade-lip-gloss-P434564?icid2=products
Makeup/Eye/Eye Palettes,Rustic Glam Eyeshadow Palette,DOMINIQUE COSMETICS,44.0,P446603,12 x 0.5 oz/ 1.4 g,2225639,4590,4.18,50,https://www.sephora.com/product/rustic-glam-eyeshadow-palette-P446603?icid2=products
Makeup/Lip/Liquid Lipstick,Berries & Cream Liquid Lipstick,DOMINIQUE COSMETICS,18.0,P439946, - vibrant pink,2157634,2051,2.9333,15,https://www.sephora.com/product/liquid-lipstick-P439946?icid2=products
Fragrance/Women/Bath & Shower,Cashmere Mist Deodorant,Donna Karan,27.0,P380541,1.7 oz/ 50 g,592527,18127,4.5174,746,https://www.sephora.com/product/cashmere-mist-deodorant-P380541?icid2=products
Fragrance/Women/Perfume,Cashmere Mist Eau de Parfum,Donna Karan,70.0,P41391,1.7 oz/ 50 mL,860940,6423,4.5574,235,https://www.sephora.com/product/cashmere-mist-eau-de-parfum-P41391?icid2=products
Fragrance/Women/Perfume,Cashmere Mist Eau de Toilette,Donna Karan,80.0,P41378,3.4 oz/ 100 mL,83410,3860,4.5685,394,https://www.sephora.com/product/cashmere-mist-P41378?icid2=products
Fragrance/Value & Gift Sets/Perfume Gift Sets,Cashmere Mist Body Gift Set,Donna Karan,32.0,P446616,na,2266393,655,na,na,https://www.sephora.com/product/cashmere-mist-body-gift-set-P446616?icid2=products
Fragrance/Women/Rollerballs & Travel Size,Cashmere Mist Travel Spray,Donna Karan,30.0,P440445,0.27 oz/ 7 mL,2189009,749,5,2,https://www.sephora.com/product/cashmere-mist-travel-spray-P440445?icid2=products
Fragrance/Women/Lotions & Oils,Cashmere Mist Body Creme ,Donna Karan,58.0,P380539,6.7 oz/ 200 mL,592501,891,4.8333,6,https://www.sephora.com/product/cashmere-mist-body-creme-P380539?icid2=products
Fragrance/Women/Lotions & Oils,Cashmere Mist Body Lotion,Donna Karan,56.0,P380540,6.7 oz/ 200 mL,83360,1097,4.9091,11,https://www.sephora.com/product/cashmere-mist-body-lotion-P380540?icid2=products
